index,hospital_name,city,state,hospital_type,beds,rating,nabh,specialties,address,latitude,longitude,disease,treatment,treatment_cost_inr,beds_for_specific_disease,patients_on_disease_beds,patients_treated_well,patients_not_treated_well
13122,Mokokchung General Hospital,Mokokchung,Nagaland,Government,119,4.3,No,General Medicine | Emergency | Diagnostics,"Central area, Mokokchung, Nagaland",25.5492,93.9473,Dengue fever,Medical management and monitoring,2900,5,2,1,1
13123,Mokokchung City Hospital,Mokokchung,Nagaland,Private,299,4.5,Yes,General Medicine | Emergency | Diagnostics,"Central area, Mokokchung, Nagaland",25.6034,93.9301,Type 2 diabetes,Medication and lifestyle management,25900,20,12,11,1
13124,Mokokchung District Hospital,Mokokchung,Nagaland,Trust,291,3.6,No,General Medicine | Emergency | Diagnostics,"Central area, Mokokchung, Nagaland",25.5257,93.9909,Hypertension,Antihypertensive medication and monitoring,1000,43,18,15,3
13125,Mon General Hospital,Mon,Nagaland,Government,279,4.2,No,General Medicine | Emergency | Diagnostics,"Central area, Mon, Nagaland",26.4865,93.9648,Dengue fever,Medical management and monitoring,2000,30,12,10,2
13126,Mon City Hospital,Mon,Nagaland,Private,119,4.1,Yes,General Medicine | Emergency | Diagnostics,"Central area, Mon, Nagaland",26.5034,93.9218,Type 2 diabetes,Medication and lifestyle management,30000,10,6,5,1
13127,Mon District Hospital,Mon,Nagaland,Trust,258,4.4,No,General Medicine | Emergency | Diagnostics,"Central area, Mon, Nagaland",26.5201,93.9169,Hypertension,Antihypertensive medication and monitoring,3400,36,15,11,4
13128,Phek General Hospital,Phek,Nagaland,Government,288,3.7,No,General Medicine | Emergency | Diagnostics,"Central area, Phek, Nagaland",26.7136,93.9535,Dengue fever,Medical management and monitoring,15500,41,24,22,2
13129,Phek City Hospital,Phek,Nagaland,Private,261,4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Phek, Nagaland",26.6455,93.9421,Type 2 diabetes,Medication and lifestyle management,17400,36,16,13,3
13130,Phek District Hospital,Phek,Nagaland,Trust,188,4.1,No,General Medicine | Emergency | Diagnostics,"Central area, Phek, Nagaland",26.655,93.986,Hypertension,Antihypertensive medication and monitoring,10500,28,21,19,2
13131,Tuensang General Hospital,Tuensang,Nagaland,Government,119,3.7,No,General Medicine | Emergency | Diagnostics,"Central area, Tuensang, Nagaland",26.3098,93.9582,Dengue fever,Medical management and monitoring,6800,4,2,1,1
13132,Tuensang City Hospital,Tuensang,Nagaland,Private,74,4.3,Yes,General Medicine | Emergency | Diagnostics,"Central area, Tuensang, Nagaland",26.2887,93.9756,Type 2 diabetes,Medication and lifestyle management,16600,11,8,6,2
13133,Tuensang District Hospital,Tuensang,Nagaland,Trust,271,3.7,No,General Medicine | Emergency | Diagnostics,"Central area, Tuensang, Nagaland",26.2549,93.9648,Hypertension,Antihypertensive medication and monitoring,4100,27,12,10,2
13134,Wokha General Hospital,Wokha,Nagaland,Government,261,4.4,No,General Medicine | Emergency | Diagnostics,"Central area, Wokha, Nagaland",25.6596,93.9345,Dengue fever,Medical management and monitoring,3900,25,20,18,2
13135,Wokha City Hospital,Wokha,Nagaland,Private,258,4.4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Wokha, Nagaland",25.6901,93.9438,Type 2 diabetes,Medication and lifestyle management,3600,30,15,12,3
13136,Wokha District Hospital,Wokha,Nagaland,Trust,291,4.3,No,General Medicine | Emergency | Diagnostics,"Central area, Wokha, Nagaland",25.6929,93.9263,Hypertension,Antihypertensive medication and monitoring,4500,29,16,12,4
13137,Zunheboto General Hospital,Zunheboto,Nagaland,Government,99,4.1,No,General Medicine | Emergency | Diagnostics,"Central area, Zunheboto, Nagaland",26.5324,93.9843,Dengue fever,Medical management and monitoring,8500,12,8,7,1
13138,Zunheboto City Hospital,Zunheboto,Nagaland,Private,76,3.7,Yes,General Medicine | Emergency | Diagnostics,"Central area, Zunheboto, Nagaland",26.5313,93.9674,Type 2 diabetes,Medication and lifestyle management,24200,6,2,1,1
13139,Zunheboto District Hospital,Zunheboto,Nagaland,Trust,84,3.7,No,General Medicine | Emergency | Diagnostics,"Central area, Zunheboto, Nagaland",26.5389,93.933,Hypertension,Antihypertensive medication and monitoring,9000,8,3,2,1
13140,Angul General Hospital,Angul,Odisha,Government,176,3.9,No,General Medicine | Emergency | Diagnostics,"Central area, Angul, Odisha",21.3504,84.2509,Dengue fever,Medical management and monitoring,15500,24,14,13,1
13141,Angul City Hospital,Angul,Odisha,Private,158,4.1,Yes,General Medicine | Emergency | Diagnostics,"Central area, Angul, Odisha",21.349,84.2085,Type 2 diabetes,Medication and lifestyle management,15000,9,7,5,2
13142,Angul District Hospital,Angul,Odisha,Trust,218,3.7,No,General Medicine | Emergency | Diagnostics,"Central area, Angul, Odisha",21.3655,84.1709,Hypertension,Antihypertensive medication and monitoring,4500,27,13,10,3
13143,Balasore General Hospital,Balasore,Odisha,Government,184,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Balasore, Odisha",20.6949,84.1931,Dengue fever,Medical management and monitoring,6500,21,12,9,3
13144,Balasore City Hospital,Balasore,Odisha,Private,279,4.2,Yes,General Medicine | Emergency | Diagnostics,"Central area, Balasore, Odisha",20.7063,84.176,Type 2 diabetes,Medication and lifestyle management,9200,11,5,4,1
13145,Balasore District Hospital,Balasore,Odisha,Trust,282,4.2,No,General Medicine | Emergency | Diagnostics,"Central area, Balasore, Odisha",20.6682,84.1821,Hypertension,Antihypertensive medication and monitoring,9400,41,22,19,3
13146,Barbil General Hospital,Barbil,Odisha,Government,63,4.1,No,General Medicine | Emergency | Diagnostics,"Central area, Barbil, Odisha",21.4499,84.2,Dengue fever,Medical management and monitoring,12300,4,2,1,1
13147,Barbil City Hospital,Barbil,Odisha,Private,93,4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Barbil, Odisha",21.4288,84.2171,Type 2 diabetes,Medication and lifestyle management,18100,3,1,0,1
13148,Barbil District Hospital,Barbil,Odisha,Trust,188,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Barbil, Odisha",21.434,84.2555,Hypertension,Antihypertensive medication and monitoring,6900,23,16,13,3
13149,Bargarh General Hospital,Bargarh,Odisha,Government,118,4,No,General Medicine | Emergency | Diagnostics,"Central area, Bargarh, Odisha",20.4173,84.2552,Dengue fever,Medical management and monitoring,11600,16,12,10,2
13150,Bargarh City Hospital,Bargarh,Odisha,Private,136,4.4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Bargarh, Odisha",20.4866,84.206,Type 2 diabetes,Medication and lifestyle management,15300,15,11,8,3
13151,Bargarh District Hospital,Bargarh,Odisha,Trust,270,4.6,No,General Medicine | Emergency | Diagnostics,"Central area, Bargarh, Odisha",20.4821,84.2434,Hypertension,Antihypertensive medication and monitoring,1100,28,16,14,2
13152,Baripada General Hospital,Baripada,Odisha,Government,235,4,No,General Medicine | Emergency | Diagnostics,"Central area, Baripada, Odisha",20.585,84.1815,Dengue fever,Medical management and monitoring,2900,18,7,5,2
13153,Baripada City Hospital,Baripada,Odisha,Private,225,3.8,Yes,General Medicine | Emergency | Diagnostics,"Central area, Baripada, Odisha",20.6592,84.1501,Type 2 diabetes,Medication and lifestyle management,10700,21,14,10,4
13154,Baripada District Hospital,Baripada,Odisha,Trust,155,4,No,General Medicine | Emergency | Diagnostics,"Central area, Baripada, Odisha",20.5956,84.2273,Hypertension,Antihypertensive medication and monitoring,4200,22,10,9,1
13155,Bhadrak General Hospital,Bhadrak,Odisha,Government,275,4.5,No,General Medicine | Emergency | Diagnostics,"Central area, Bhadrak, Odisha",20.4522,84.2231,Dengue fever,Medical management and monitoring,3200,30,21,18,3
13156,Bhadrak City Hospital,Bhadrak,Odisha,Private,140,4.2,Yes,General Medicine | Emergency | Diagnostics,"Central area, Bhadrak, Odisha",20.4175,84.2144,Type 2 diabetes,Medication and lifestyle management,28300,14,8,6,2
13157,Bhadrak District Hospital,Bhadrak,Odisha,Trust,131,4.4,No,General Medicine | Emergency | Diagnostics,"Central area, Bhadrak, Odisha",20.4653,84.189,Hypertension,Antihypertensive medication and monitoring,11700,17,11,9,2
13158,Bolangir General Hospital,Bolangir,Odisha,Government,234,4.5,No,General Medicine | Emergency | Diagnostics,"Central area, Bolangir, Odisha",20.662,84.2073,Dengue fever,Medical management and monitoring,10000,24,18,15,3
13159,Bolangir City Hospital,Bolangir,Odisha,Private,86,4.2,Yes,General Medicine | Emergency | Diagnostics,"Central area, Bolangir, Odisha",20.6218,84.2288,Type 2 diabetes,Medication and lifestyle management,22300,10,8,6,2
13160,Bolangir District Hospital,Bolangir,Odisha,Trust,205,4.3,No,General Medicine | Emergency | Diagnostics,"Central area, Bolangir, Odisha",20.6732,84.237,Hypertension,Antihypertensive medication and monitoring,2900,29,17,13,4
13161,Brahmapur General Hospital,Brahmapur,Odisha,Government,170,3.9,No,General Medicine | Emergency | Diagnostics,"Central area, Brahmapur, Odisha",20.8498,84.2327,Dengue fever,Medical management and monitoring,6000,23,14,12,2
13162,Brahmapur City Hospital,Brahmapur,Odisha,Private,243,4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Brahmapur, Odisha",20.8783,84.2284,Type 2 diabetes,Medication and lifestyle management,25700,11,7,5,2
13163,Brahmapur District Hospital,Brahmapur,Odisha,Trust,170,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Brahmapur, Odisha",20.8851,84.2557,Hypertension,Antihypertensive medication and monitoring,4900,10,8,6,2
13164,Cuttack General Hospital,Cuttack,Odisha,Government,162,4.5,No,General Medicine | Emergency | Diagnostics,"Central area, Cuttack, Odisha",20.4419,84.1988,Dengue fever,Medical management and monitoring,4400,13,6,5,1
13165,Cuttack City Hospital,Cuttack,Odisha,Private,185,4.3,Yes,General Medicine | Emergency | Diagnostics,"Central area, Cuttack, Odisha",20.4717,84.1635,Type 2 diabetes,Medication and lifestyle management,16300,13,10,9,1
13166,Cuttack District Hospital,Cuttack,Odisha,Trust,232,4.3,No,General Medicine | Emergency | Diagnostics,"Central area, Cuttack, Odisha",20.5079,84.2336,Hypertension,Antihypertensive medication and monitoring,3900,11,9,8,1
13167,Dhenkanal General Hospital,Dhenkanal,Odisha,Government,185,4.1,No,General Medicine | Emergency | Diagnostics,"Central area, Dhenkanal, Odisha",20.8423,84.2388,Dengue fever,Medical management and monitoring,9900,19,11,10,1
13168,Dhenkanal City Hospital,Dhenkanal,Odisha,Private,265,3.7,Yes,General Medicine | Emergency | Diagnostics,"Central area, Dhenkanal, Odisha",20.7967,84.1941,Type 2 diabetes,Medication and lifestyle management,24500,20,15,12,3
13169,Dhenkanal District Hospital,Dhenkanal,Odisha,Trust,88,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Dhenkanal, Odisha",20.8053,84.1699,Hypertension,Antihypertensive medication and monitoring,8400,5,3,2,1
13170,Jeypore General Hospital,Jeypore,Odisha,Government,240,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Jeypore, Odisha",20.5254,84.1993,Dengue fever,Medical management and monitoring,8300,16,11,10,1
13171,Jeypore City Hospital,Jeypore,Odisha,Private,146,4.5,Yes,General Medicine | Emergency | Diagnostics,"Central area, Jeypore, Odisha",20.5273,84.178,Type 2 diabetes,Medication and lifestyle management,25700,7,6,4,2
13172,Jeypore District Hospital,Jeypore,Odisha,Trust,229,3.9,No,General Medicine | Emergency | Diagnostics,"Central area, Jeypore, Odisha",20.5233,84.1953,Hypertension,Antihypertensive medication and monitoring,3700,24,20,16,4
13173,Jharsuguda General Hospital,Jharsuguda,Odisha,Government,257,4.3,No,General Medicine | Emergency | Diagnostics,"Central area, Jharsuguda, Odisha",21.0633,84.2143,Dengue fever,Medical management and monitoring,4700,37,21,18,3
13174,Jharsuguda City Hospital,Jharsuguda,Odisha,Private,289,4.3,Yes,General Medicine | Emergency | Diagnostics,"Central area, Jharsuguda, Odisha",21.1312,84.2127,Type 2 diabetes,Medication and lifestyle management,25600,17,13,12,1
13175,Jharsuguda District Hospital,Jharsuguda,Odisha,Trust,132,3.7,No,General Medicine | Emergency | Diagnostics,"Central area, Jharsuguda, Odisha",21.1348,84.2016,Hypertension,Antihypertensive medication and monitoring,7800,10,5,4,1
13176,Keonjhar General Hospital,Keonjhar,Odisha,Government,204,4.5,No,General Medicine | Emergency | Diagnostics,"Central area, Keonjhar, Odisha",20.6328,84.2202,Dengue fever,Medical management and monitoring,7500,26,16,12,4
13177,Keonjhar City Hospital,Keonjhar,Odisha,Private,111,4.4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Keonjhar, Odisha",20.6804,84.1489,Type 2 diabetes,Medication and lifestyle management,26600,15,12,9,3
13178,Keonjhar District Hospital,Keonjhar,Odisha,Trust,279,4.5,No,General Medicine | Emergency | Diagnostics,"Central area, Keonjhar, Odisha",20.6378,84.1879,Hypertension,Antihypertensive medication and monitoring,2100,26,20,18,2
13179,Koraput General Hospital,Koraput,Odisha,Government,135,3.9,No,General Medicine | Emergency | Diagnostics,"Central area, Koraput, Odisha",20.4708,84.1951,Dengue fever,Medical management and monitoring,6700,8,7,6,1
13180,Koraput City Hospital,Koraput,Odisha,Private,160,4.4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Koraput, Odisha",20.5327,84.1734,Type 2 diabetes,Medication and lifestyle management,14100,8,6,5,1
13181,Koraput District Hospital,Koraput,Odisha,Trust,203,4.4,No,General Medicine | Emergency | Diagnostics,"Central area, Koraput, Odisha",20.5242,84.2003,Hypertension,Antihypertensive medication and monitoring,9400,23,11,9,2
13182,Paradeep General Hospital,Paradeep,Odisha,Government,165,4.5,No,General Medicine | Emergency | Diagnostics,"Central area, Paradeep, Odisha",20.619,84.2131,Dengue fever,Medical management and monitoring,6800,13,8,7,1
13183,Paradeep City Hospital,Paradeep,Odisha,Private,241,4.1,Yes,General Medicine | Emergency | Diagnostics,"Central area, Paradeep, Odisha",20.6766,84.1952,Type 2 diabetes,Medication and lifestyle management,24400,14,8,7,1
13184,Paradeep District Hospital,Paradeep,Odisha,Trust,190,4.4,No,General Medicine | Emergency | Diagnostics,"Central area, Paradeep, Odisha",20.6562,84.212,Hypertension,Antihypertensive medication and monitoring,4800,28,24,22,2
13185,Phulbani General Hospital,Phulbani,Odisha,Government,164,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Phulbani, Odisha",20.6668,84.1529,Dengue fever,Medical management and monitoring,2400,12,6,5,1
13186,Phulbani City Hospital,Phulbani,Odisha,Private,226,4.3,Yes,General Medicine | Emergency | Diagnostics,"Central area, Phulbani, Odisha",20.6676,84.1833,Type 2 diabetes,Medication and lifestyle management,13600,35,21,16,5
13187,Phulbani District Hospital,Phulbani,Odisha,Trust,154,4.2,No,General Medicine | Emergency | Diagnostics,"Central area, Phulbani, Odisha",20.605,84.1731,Hypertension,Antihypertensive medication and monitoring,2900,6,5,4,1
13188,Puri General Hospital,Puri,Odisha,Government,238,4.1,No,General Medicine | Emergency | Diagnostics,"Central area, Puri, Odisha",21.1574,84.1793,Dengue fever,Medical management and monitoring,13900,28,14,11,3
13189,Puri City Hospital,Puri,Odisha,Private,109,4.5,Yes,General Medicine | Emergency | Diagnostics,"Central area, Puri, Odisha",21.1843,84.2225,Type 2 diabetes,Medication and lifestyle management,26900,4,2,1,1
13190,Puri District Hospital,Puri,Odisha,Trust,150,3.8,No,General Medicine | Emergency | Diagnostics,"Central area, Puri, Odisha",21.173,84.1694,Hypertension,Antihypertensive medication and monitoring,3600,11,8,6,2
13191,Rayagada General Hospital,Rayagada,Odisha,Government,167,4.2,No,General Medicine | Emergency | Diagnostics,"Central area, Rayagada, Odisha",20.568,84.2406,Dengue fever,Medical management and monitoring,9300,15,11,8,3
13192,Rayagada City Hospital,Rayagada,Odisha,Private,102,3.9,Yes,General Medicine | Emergency | Diagnostics,"Central area, Rayagada, Odisha",20.6417,84.2032,Type 2 diabetes,Medication and lifestyle management,7400,14,11,8,3
13193,Rayagada District Hospital,Rayagada,Odisha,Trust,90,3.9,No,General Medicine | Emergency | Diagnostics,"Central area, Rayagada, Odisha",20.6177,84.1606,Hypertension,Antihypertensive medication and monitoring,5500,4,2,1,1
13194,Rourkela General Hospital,Rourkela,Odisha,Government,241,4,No,General Medicine | Emergency | Diagnostics,"Central area, Rourkela, Odisha",20.7047,84.2121,Dengue fever,Medical management and monitoring,15000,34,21,16,5
13195,Rourkela City Hospital,Rourkela,Odisha,Private,224,4.4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Rourkela, Odisha",20.7282,84.2205,Type 2 diabetes,Medication and lifestyle management,31600,31,22,20,2
13196,Rourkela District Hospital,Rourkela,Odisha,Trust,119,3.9,No,General Medicine | Emergency | Diagnostics,"Central area, Rourkela, Odisha",20.7171,84.1916,Hypertension,Antihypertensive medication and monitoring,6100,12,6,5,1
13197,Sambalpur General Hospital,Sambalpur,Odisha,Government,243,4.2,No,General Medicine | Emergency | Diagnostics,"Central area, Sambalpur, Odisha",20.9164,84.1997,Dengue fever,Medical management and monitoring,11000,21,16,12,4
13198,Sambalpur City Hospital,Sambalpur,Odisha,Private,288,4,Yes,General Medicine | Emergency | Diagnostics,"Central area, Sambalpur, Odisha",20.8631,84.1652,Type 2 diabetes,Medication and lifestyle management,11500,22,12,10,2
